"metros" "precio"
"1" 122.45078955777 306627.212350814
"2" 34.4571115891449 28222.9002668017
"3" 181.82756110793 696505.824775888
"4" 105.608116110088 230743.538862496
"5" 158.357475503581 506666.813335129
"6" 199.52531110961 803447.122107155
"7" 121.306281939615 308846.500254482
"8" 124.399164004717 303685.010229561
"9" 25.9831511822995 3263.1306637289
"10" 126.630288746674 316223.355249127
"11" 118.122110014083 258974.766655432
"12" 137.763030991191 366729.092751461
"13" 98.2075549394358 189303.515802656
"14" 111.408327354584 241615.568282982
"15" 51.6336752776988 86869.0587002142
"16" 87.7107994677499 183469.886814731
"17" 16.6123286704533 10571.1164057261
"18" 87.4856163130607 175626.500786247
"19" 92.2204216744285 150802.601021848
"20" 151.970896888524 442428.338291575
"21" 168.539957732428 560678.114202288
"22" 119.845349721145 283989.413733141
"23" 132.589840563014 374222.197074189
"24" 156.676672319882 498432.441125421
"25" 120.56552238646 294027.908804132
"26" 46.5274192637298 26757.5917950524
"27" 134.658625427401 381269.571857211
"28" 105.016659930116 200149.375830669
"29" 197.751395876985 791803.983283931
"30" 178.566980197793 665083.882611286
"31" 118.00653629587 294002.765871941
"32" 136.155849064235 407798.310603995
"33" 114.456006791443 260891.223450955
"34" 167.970440953504 555165.774411274
"35" 69.5655425160658 126898.394597733
"36" 155.927732430864 481555.138183858
"37" 46.3834363070782 36286.8678769811
"38" 117.186499654781 216339.339199508
"39" 15.1324930554256 30772.2645651499
"40" 152.9623492877 462231.838025708
"41" 30.5621779488865 47428.3750410732
"42" 153.375807665288 475134.134286971
"43" 15.063497480005 9274.92284821389
"44" 142.801390626701 424820.358224261
"45" 176.938803173834 618584.755417582
"46" 103.320821709931 207367.83223932
"47" 50.4239503771532 69804.7374417065
"48" 171.418718219502 601983.981646636
"49" 79.2550125310663 129217.608162053
"50" 91.7247851972934 173622.372048936
"51" 100.130410434213 226592.837473114
"52" 67.3325625481084 46789.5343899065
"53" 61.2363451730926 68646.1339145418
"54" 104.890910660615 215000.681634946
"55" 68.0936919839587 88731.9400973917
"56" 39.7671488730703 70578.9252378298
"57" 39.8094719403889 134.789910418011
"58" 98.9916648669168 163695.981105632
"59" 193.360798493959 759956.370890461
"60" 130.971419078996 335766.638422504
"61" 128.272820630809 330530.78907774
"62" 119.030948580476 260205.926198805
"63" 155.61718152836 470657.542166037
"64" 103.31310945563 174771.710627876
"65" 54.074461577693 95711.7035894616
"66" 125.16332711908 296963.230453804
"67" 51.5483100712299 58506.3875707823
"68" 96.2914356926922 205211.107174604
"69" 130.687269966584 327412.063049346
"70" 67.0802890276536 101433.203230132
"71" 29.5980553189293 17145.300577389
"72" 196.450232813368 769365.52896808
"73" 182.150647826493 673247.140548794
"74" 182.535988186719 641887.139612407
"75" 55.1989299466368 73835.7308152606
"76" 177.189304945059 653449.932898995
"77" 190.926445806399 759153.057095856
"78" 184.698391990969 672934.806013842
"79" 57.4616182548925 102543.761233002
"80" 102.754541874165 193562.068979654
"81" 120.755884140963 287489.197071886
"82" 184.904080692213 696504.449870325
"83" 60.9776208538096 81918.0576275349
"84" 174.220274409745 574799.794454008
"85" 15.2994133438915 19765.7834714153
"86" 115.066302317427 278119.679402895
"87" 184.610959636047 650245.149474871
"88" 97.8213548718486 197679.188684458
"89" 104.288081955165 251175.39932566
"90" 88.5135973803699 163543.453287732
"91" 181.460128410254 683072.470172761
"92" 49.5181035785936 31493.6251893422
"93" 171.770522110164 621410.765078173
"94" 174.882169865305 614840.76873272
"95" 126.843508878956 316689.746215714
"96" 106.16542421747 222854.699526584
"97" 48.3957092498895 62132.4800081103
"98" 63.9833519642707 68689.8313918124
"99" 149.695748229278 505831.61948127
"100" 38.8978001172654 20406.202532882
